index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_scene_structured,pred_gender_structured,pred_occupation_structured,pred_action_structured,parse_status
740,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","animal, bed, card, cat, cats, dog, ear, finger, hair, hand, headboard, nose, person, pillow, pull string, sheets, stand, wooden headboard",vg,hospital,vg_1592956,"animal, bed, card, cat, cats, dog, ear, finger, hair, hand, headboard, nose, person, pillow, pull string, sheets, stand, wooden headboard","animal, bed, card, cat, cats, dog, ear, finger, hair, hand, headboard, nose, person, pillow, pull string, sheets, stand, wooden headboard","In the bedroom, an unknown man is sleeping.",bedroom,unknown,man,sleeping,strict_match
741,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, bed, black, blanket, comforter, couple, hair, hand, head, headboard, lamp, night stand, outlet, person, phone, pillow, post, remote, shade, sheets, shirt, wall",vg,hospital,vg_2340123,"arm, bed, black, blanket, comforter, couple, hair, hand, head, headboard, lamp, night stand, outlet, person, phone, pillow, post, remote, shade, sheets, shirt, wall","arm, bed, black, blanket, comforter, couple, hair, hand, head, headboard, lamp, night stand, outlet, person, phone, pillow, post, remote, shade, sheets, shirt, wall","""In the bedroom, an unknown unknown is sleeping.""",bedroom,unknown,unknown,sleeping,loose_match
742,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","apron, balloon, bread, button, cap, ceiling, curtain, face, glove, hand, head, left eye, left hand, lettering, mask, nurse, person, pole, right eye, sandwich, shirt, sign, stripe, table",vg,hospital,vg_2404310,"apron, balloon, bread, button, cap, ceiling, curtain, face, glove, hand, head, left eye, left hand, lettering, mask, person, pole, right eye, sandwich, shirt, sign, stripe, table","apron, balloon, bread, button, cap, ceiling, curtain, face, glove, hand, head, left eye, left hand, lettering, mask, nurse, person, pole, right eye, sandwich, shirt, sign, stripe, table","""In the unknown, an unknown unknown is handling a large piece of bread.""",unknown,unknown,unknown,handling a large piece of bread,loose_match
743,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, beds, bunk, ear, eye, eyes, face, hair, hand, head, left hand, magazine, net, nose, person, pillow, railing, shirt",vg,hospital,vg_2332173,"bed, beds, bunk, ear, eye, eyes, face, hair, hand, head, left hand, magazine, net, nose, person, pillow, railing, shirt","bed, beds, bunk, ear, eye, eyes, face, hair, hand, head, left hand, magazine, net, nose, person, pillow, railing, shirt","In the unknown, an unknown unknown is standing.",unknown,unknown,unknown,standing,strict_match
744,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, bed head, christmas light, cover, doll, eyes, finger, fingers, forehead, hair, hand, head, headboard, knuckles, latch, lights, lip, mouth, person, pillow, pillows, rods, sheet, sheets, shirt, sign, sill, skin, sleeve, teddy bear, tie, wall, window, wrinkles",vg,hospital,vg_2399850,"bed, bed head, christmas light, cover, doll, eyes, finger, fingers, forehead, hair, hand, head, headboard, knuckles, latch, lights, lip, mouth, person, pillow, pillows, rods, sheet, sheets, shirt, sign, sill, skin, sleeve, teddy bear, tie, wall, window, wrinkles","bed, bed head, christmas light, cover, doll, eyes, finger, fingers, forehead, hair, hand, head, headboard, knuckles, latch, lights, lip, mouth, person, pillow, pillows, rods, sheet, sheets, shirt, sign, sill, skin, sleeve, teddy bear, tie, wall, window, wrinkles","In the bedroom, an unknown unknown is posing.",bedroom,unknown,unknown,posing,strict_match
745,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, building, letter, light, machine, person, rails, roof, stairs, stripe, tracks, train, window",vg,hospital,vg_4516,"building, letter, light, machine, person, rails, roof, stairs, stripe, tracks, train, window","bed, building, letter, light, machine, person, rails, roof, stairs, stripe, tracks, train, window","""In the train station, an unknown person is waiting.""",train station,unknown,person,waiting,loose_match
746,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, ceiling, dog, frame, hair, jeans, leg, legs, pants, paw, person, pocket, room, sheet, shirt, skylight, sun, tail, tie",vg,hospital,vg_2390652,"bed, ceiling, dog, frame, hair, jeans, leg, legs, pants, paw, person, pocket, room, sheet, shirt, skylight, sun, tail, tie","bed, ceiling, dog, frame, hair, jeans, leg, legs, pants, paw, person, pocket, room, sheet, shirt, skylight, sun, tail, tie","""In the room, an unknown person is sitting on a bed with a dog.""",room,unknown,person,sitting on a bed with a dog,loose_match
747,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, bed, clock, ear, elephant, eye, eyes, grass, guy, hair, hand, head, older man, pants, person, plants, right arm, river bank, river bed, rocks, sandals, shoes, shore, short, shorts, trunk, watch, water, wrinkles",vg,hospital,vg_2408390,"arm, clock, ear, elephant, eye, eyes, grass, guy, hair, hand, head, older man, pants, person, plants, right arm, river bank, river bed, rocks, sandals, shoes, shore, short, shorts, trunk, watch, water, wrinkles","arm, bed, clock, ear, elephant, eye, eyes, grass, guy, hair, hand, head, older man, pants, person, plants, right arm, river bank, river bed, rocks, sandals, shoes, shore, short, shorts, trunk, watch, water, wrinkles","In the river, an unknown person is washing an elephant.",river,unknown,person,washing an elephant,strict_match
748,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, baby, bed, doorway, hair, head, headboard, knee, leg, light switch, logo, mattress, night stand, person, pillow, pillow case, pj pants, room, sheet, sheets, sock, wall",vg,hospital,vg_2384021,"arm, baby, bed, doorway, hair, head, headboard, knee, leg, light switch, logo, mattress, night stand, person, pillow, pillow case, pj pants, room, sheet, sheets, sock, wall","arm, baby, bed, doorway, hair, head, headboard, knee, leg, light switch, logo, mattress, night stand, person, pillow, pillow case, pj pants, room, sheet, sheets, sock, wall","In the bedroom, an unknown unknown is sleeping.",bedroom,unknown,unknown,sleeping,strict_match
749,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, book, child, clock, door, finger, flower, flowers, glasses, hand, headboard, label, lips, mouth, pattern, person, ring, sneaker, sock, wallpaper, wooden door",vg,hospital,vg_2408621,"bed, book, child, clock, door, finger, flower, flowers, glasses, hand, headboard, label, lips, mouth, pattern, person, ring, sneaker, sock, wallpaper, wooden door","bed, book, child, clock, door, finger, flower, flowers, glasses, hand, headboard, label, lips, mouth, pattern, person, ring, sneaker, sock, wallpaper, wooden door","In the bedroom, an unknown unknown is reading.",bedroom,unknown,unknown,reading,strict_match
750,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, bed spread, bell, brown hair, cat, cat's collar, cat's face, cat's whiskers, collar, ear, eye, eyes, face, finger, fur, gray clothing, green sheet, hand, head, headboard, lady, lady resting, nose, person, pillow, ring, she, sleeve, whisker, whiskers",vg,hospital,vg_2344817,"bed, bed spread, bell, brown hair, cat, cat's collar, cat's face, cat's whiskers, collar, ear, eye, eyes, face, finger, fur, gray clothing, green sheet, hand, head, headboard, lady, lady resting, nose, person, pillow, ring, she, sleeve, whisker, whiskers","bed, bed spread, bell, brown hair, cat, cat's collar, cat's face, cat's whiskers, collar, ear, eye, eyes, face, finger, fur, gray clothing, green sheet, hand, head, headboard, lady, lady resting, nose, person, pillow, ring, she, sleeve, whisker, whiskers","In the bedroom, an unknown person is sleeping.",bedroom,unknown,person,sleeping,strict_match
751,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","animal, attire, back, bag, bags, blue jacket, blue sky, boots, brush, camper, cap, circle, coat, cone, dead animal, field, gate, gravel, ground, hat, helicopter, helmet, hood, jacket, mountains, net, orange cone, person, rock, shadow, stretcher, trailer",vg,hospital,vg_2348375,"animal, attire, back, bag, bags, blue jacket, blue sky, boots, brush, camper, cap, circle, coat, cone, dead animal, field, gate, gravel, ground, hat, helicopter, helmet, hood, jacket, mountains, net, orange cone, person, rock, shadow, stretcher, trailer","animal, attire, back, bag, bags, blue jacket, blue sky, boots, brush, camper, cap, circle, coat, cone, dead animal, field, gate, gravel, ground, hat, helicopter, helmet, hood, jacket, mountains, net, orange cone, person, rock, shadow, stretcher, trailer","""In the desert, an unknown worker is examining a tranquilized animal.""",desert,unknown,worker,examining a tranquilized animal,loose_match
